2022 Federal Election House of Representatives First Preferences By Candidate By Vote Type [Event:27966 Phase:FinalResults Generated:2022-07-19T10:29:59 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
QLD,310,Bonner,37220,YOUNG,Tabatha,4,N,N,ALP,Australian Labor Party,20930,893,65,690,5913,28491,-1.54
QLD,310,Bonner,37334,LAKEY,Bernard,5,N,N,GRN,Queensland Greens,12152,804,51,416,2721,16144,5.06
QLD,310,Bonner,999,Informal,Informal,999,N,N,,Informal,1794,118,6,42,507,2467,-0.43
QLD,155,Bowman,38218,TODD,Walter,1,N,N,ON,Pauline Hanson's One Nation,5898,227,15,335,1350,7825,0.39
QLD,155,Bowman,35971,STEVENS,Mary-Jane,2,N,N,UAPP,United Australia Party,5366,179,21,213,822,6601,2.89
QLD,155,Bowman,37336,MAZLIN,Ian,3,N,N,GRN,Queensland Greens,10283,519,29,452,1958,13241,1.03
QLD,155,Bowman,37477,PIKE,Henry,4,Y,N,LNP,Liberal National Party of Queensland,32730,588,49,1123,8598,43088,-6.3
QLD,155,Bowman,36036,JOHNSON,Phil,5,N,N,TNL,TNL,880,27,0,50,286,1243,1.22
QLD,155,Bowman,37229,DUFF,Donisha,6,N,N,ALP,Australian Labor Party,23196,543,44,801,5110,29694,2.61
QLD,155,Bowman,999,Informal,Informal,999,N,N,,Informal,2414,103,12,70,446,3045,-0.49
QLD,156,Brisbane,37204,KENNEDY,Tiana,1,N,N,AJP,Animal Justice Party,1235,158,7,191,544,2135,1.96
QLD,156,Brisbane,35972,KNUDSON,Justin Marc,2,N,N,UAPP,United Australia Party,1430,185,5,185,297,2102,0.54
QLD,156,Brisbane,37338,BATES,Stephen,3,Y,N,GRN,Queensland Greens,20985,1787,122,1967,4780,29641,4.87
QLD,156,Brisbane,37230,JARRETT,Madonna,4,N,N,ALP,Australian Labor Party,20346,1349,129,1904,5924,29652,2.76
QLD,156,Brisbane,37482,EVANS,Trevor,5,N,Y,LNP,Liberal National Party of Queensland,26801,1613,115,2516,9987,41032,-10.13
QLD,156,Brisbane,38213,HOLD,Trevor,6,N,N,ON,Pauline Hanson's One Nation,1518,197,11,260,443,2429,-0.26
QLD,156,Brisbane,37311,BULL,Anthony,7,N,N,LDP,Liberal Democrats,1115,121,6,181,384,1807,1.66
QLD,156,Brisbane,999,Informal,Informal,999,N,N,,Informal,1566,150,8,134,454,2312,-0.44
QLD,157,Capricornia,38216,STANTON,Kylee,1,N,N,ON,Pauline Hanson's One Nation,10447,512,28,471,1721,13179,-2.38
QLD,157,Capricornia,37151,GANFIELD,Paula,2,N,N,IMO,Informed Medical Options Party,926,36,2,35,127,1126,1.25
QLD,157,Capricornia,37341,JONES,Mick,3,N,N,GRN,Queensland Greens,4314,214,11,174,589,5302,1.03
QLD,157,Capricornia,37232,ROBERTSON,Russell,4,N,N,ALP,Australian Labor Party,20543,581,39,660,3507,25330,4.31
QLD,157,Capricornia,37312,MURPHY,Steve,5,N,N,LDP,Liberal Democrats,1079,70,9,73,161,1392,1.54
QLD,157,Capricornia,28347,MURRAY,Ken,6,N,N,IND,Independent,2403,112,12,107,414,3048,0.89
QLD,157,Capricornia,35973,HARDING,Nathan Luke,7,N,N,UAPP,United Australia Party,2839,163,10,133,410,3555,0.29
QLD,157,Capricornia,37479,LANDRY,Michelle,8,Y,Y,LNP,Liberal National Party of Queensland,27465,761,60,987,6340,35613,-1.21
QLD,157,Capricornia,37586,WHITTY,Zteven,9,N,N,GAP,The Great Australian Party,1446,58,7,75,161,1747,1.93
QLD,157,Capricornia,999,Informal,Informal,999,N,N,,Informal,5042,255,18,166,423,5904,-0.19
QLD,158,Dawson,37485,WILLCOX,Andrew,1,Y,N,LNP,Liberal National Party of Queensland,32594,882,81,1337,5215,40109,0.38
QLD,158,Dawson,38220,HALL,Julie,2,N,N,ON,Pauline Hanson's One Nation,10209,452,29,415,1184,12289,0.18
QLD,158,Dawson,37234,HAMILTON,Shane,3,N,N,ALP,Australian Labor Party,18921,546,39,800,2344,22650,4.19
QLD,158,Dawson,36497,JACKSON,Jim,4,N,N,GAP,The Great Australian Party,1629,92,7,68,152,1948,2.1
QLD,158,Dawson,35974,YOUNG,Christian Nigel,5,N,N,UAPP,United Australia Party,3069,163,18,150,313,3713,-0.89
QLD,158,Dawson,37289,PATERSON,Ciaron,6,N,N,KAP,Katter's Australian Party (KAP),4142,190,11,189,657,5189,-0.71
QLD,158,Dawson,37343,CREEN,Paula,7,N,N,GRN,Queensland Greens,5319,314,23,379,640,6675,2.7
QLD,158,Dawson,999,Informal,Informal,999,N,N,,Informal,3511,128,8,109,245,4001,-2.87
QLD,252,Dickson,36122,BUCHBACH,Alan,1,N,N,IND,Independent,1540,117,7,93,465,2222,2.24
QLD,252,Dickson,37307,RUSSELL,Lloyd,2,N,N,LDP,Liberal Democrats,860,62,6,59,249,1236,1.25
QLD,252,Dickson,37493,DUTTON,Peter,3,Y,Y,LNP,Liberal National Party of Queensland,29360,977,63,1175,10082,41657,-3.86
QLD,252,Dickson,28148,PROHASKA,Thor,4,N,N,IND,Independent,1157,79,2,44,336,1618,-0.74
QLD,252,Dickson,38222,GIBSON,Tamera,5,N,N,ON,Pauline Hanson's One Nation,3908,236,14,206,948,5312,0.18
QLD,252,Dickson,35977,WARD,Alina Karen,6,N,N,UAPP,United Australia Party,1946,158,13,119,481,2717,0.5
QLD,252,Dickson,37235,FRANCE,Ali,7,N,N,ALP,Australian Labor Party,22988,909,60,810,6629,31396,0.37
QLD,252,Dickson,37345,BATTEN,Vinnie,8,N,N,GRN,Queensland Greens,9373,682,33,426,2357,12871,3.02
QLD,252,Dickson,999,Informal,Informal,999,N,N,,Informal,3081,208,17,142,548,3996,-0.48
QLD,159,Fadden,37695,BROOKER,Stewart Gordon,1,N,N,IND,Independent,3151,229,28,193,806,4407,4.17
QLD,159,Fadden,37238,DEL FABBRO,Letitia,2,N,N,ALP,Australian Labor Party,18140,743,117,772,3866,23638,-0.16
QLD,159,Fadden,35975,O'BRIEN,Nathan Grant,3,N,N,UAPP,United Australia Party,5505,325,49,235,900,7014,1.52
QLD,159,Fadden,38226,ROACH,Sandy,4,N,N,ON,Pauline Hanson's One Nation,7054,400,55,364,1304,9177,0.11
QLD,159,Fadden,37495,ROBERT,Stuart,5,Y,Y,LNP,Liberal National Party of Queensland,35260,955,136,1346,9493,47190,-4.1
QLD,159,Fadden,37349,SPAIN,Sally,6,N,N,GRN,Queensland Greens,8387,636,72,447,1811,11353,1.73
QLD,159,Fadden,37299,FORBES,Alex,7,N,N,LDP,Liberal Democrats,2204,141,14,152,481,2992,-1.69
QLD,159,Fadden,999,Informal,Informal,999,N,N,,Informal,3879,180,30,109,562,4760,-0.6
QLD,160,Fairfax,37499,O'BRIEN,Ted,1,Y,Y,LNP,Liberal National Party of Queensland,35462,871,65,1606,8547,46551,-4.71
QLD,160,Fairfax,37165,HAZELTON,Wendy,2,N,N,IMO,Informed Medical Options Party,1584,73,4,88,248,1997,1.93
QLD,160,Fairfax,37212,POOLE,Tash,3,N,N,AJP,Animal Justice Party,1631,100,4,80,367,2182,2.1
QLD,160,Fairfax,37804,SMITH,Barry,4,N,N,IND,Independent,1072,75,1,78,197,1423,1.37
QLD,160,Fairfax,37352,ETHERIDGE,Sue,5,N,N,GRN,Queensland Greens,10819,638,32,646,1727,13862,0.78
QLD,160,Fairfax,32079,AUSTRALIE,Sinim Barbara,6,N,N,IND,Independent,560,44,3,34,92,733,-0.64
QLD,160,Fairfax,35976,KHOURY,Lisa,7,N,N,UAPP,United Australia Party,5124,199,24,217,568,6132,2.86
QLD,160,Fairfax,37240,FERGUSON,Sue,8,N,N,ALP,Australian Labor Party,18001,512,46,811,3292,22662,0.38
QLD,160,Fairfax,37732,WHITE,Craig,9,N,N,GAP,The Great Australian Party,1081,53,6,51,128,1319,1.27
QLD,160,Fairfax,38228,CIVITARESE,Nikki,10,N,N,ON,Pauline Hanson's One Nation,5276,293,16,329,884,6798,-1.29
QLD,160,Fairfax,999,Informal,Informal,999,N,N,,Informal,5058,240,17,221,530,6066,-0.9
QLD,161,Fisher,38230,SCHRIEVER,Sam,1,N,N,ON,Pauline Hanson's One Nation,7877,444,44,425,1312,10102,0.63
QLD,161,Fisher,37247,ANDREWS,Judene,2,N,N,ALP,Australian Labor Party,19804,649,51,873,3936,25313,1.11
QLD,161,Fisher,37504,WALLACE,Andrew,3,Y,Y,LNP,Liberal National Party of Queensland,36399,992,63,1507,9052,48013,-5.79
QLD,161,Fisher,37213,BRECKENRIDGE,Vickie,4,N,N,AJP,Animal Justice Party,1985,136,13,115,481,2730,2.52
QLD,161,Fisher,37354,WELLS,Renay,5,N,N,GRN,Queensland Greens,11637,740,44,613,1947,14981,1.4
QLD,161,Fisher,35978,MOORE,Tony Richard,6,N,N,UAPP,United Australia Party,6005,308,30,255,757,7355,3.32
QLD,161,Fisher,999,Informal,Informal,999,N,N,,Informal,2881,147,5,103,394,3530,-1.65
QLD,311,Flynn,37252,BURNETT,Matt,1,N,N,ALP,Australian Labor Party,25457,767,66,1090,3568,30948,4.88
QLD,311,Flynn,37358,BAMBRICK,Paul,2,N,N,GRN,Queensland Greens,3037,253,12,250,455,4007,1.27
QLD,311,Flynn,37464,SVENDSEN,Carla,3,N,N,GAP,The Great Australian Party,1615,79,7,101,210,2012,2.18
QLD,311,Flynn,38232,LOHSE,Sharon,4,N,N,ON,Pauline Hanson's One Nation,8321,461,48,565,1892,11287,-7.37
QLD,311,Flynn,17322,SCOTT,Duncan,5,N,N,IND,Independent,2854,166,9,155,561,3745,2.51
QLD,311,Flynn,35979,WIEDEN,Tanya Maree,6,N,N,UAPP,United Australia Party,5101,217,29,247,672,6266,2.54
QLD,311,Flynn,37512,BOYCE,Colin,7,Y,N,LNP,Liberal National Party of Queensland,24032,890,63,1439,7622,34046,-1.01
QLD,311,Flynn,999,Informal,Informal,999,N,N,,Informal,3058,130,16,124,344,3672,-1.98
QLD,162,Forde,35981,O'HALLORAN,Roxanne,1,N,N,UAPP,United Australia Party,5634,388,43,313,1107,7485,3.87
QLD,162,Forde,37507,VAN MANEN,Bert,2,Y,Y,LNP,Liberal National Party of Queensland,24363,960,79,1180,8338,34920,-6.59
QLD,162,Forde,37361,HALL,Jordan,3,N,N,GRN,Queensland Greens,6692,566,53,392,1616,9319,1.12
QLD,162,Forde,36123,HOLLAND,Samuel,4,N,N,TNL,TNL,520,23,4,25,156,728,0.77
QLD,162,Forde,37258,HOLZBERGER,Rowan,5,N,N,ALP,Australian Labor Party,18969,930,109,887,5602,26497,-1.5
QLD,162,Forde,38214,MATTERSON,Seschelle,6,N,N,ON,Pauline Hanson's One Nation,5389,377,18,305,1489,7578,-3.8
QLD,162,Forde,37301,SUTHERLAND,Tobby,7,N,N,LDP,Liberal Democrats,2001,116,10,103,438,2668,2.82
QLD,162,Forde,37414,GREAVES,Christopher,8,N,N,IND,Independent,2102,121,7,111,632,2973,3.14
QLD,162,Forde,37200,McCARTHY,Linda,9,N,N,AJP,Animal Justice Party,1534,143,10,90,667,2444,2.58
QLD,162,Forde,999,Informal,Informal,999,N,N,,Informal,5438,394,41,235,776,6884,2.14
QLD,163,Griffith,38217,WARE,Shari,1,N,N,ON,Pauline Hanson's One Nation,2407,264,7,238,588,3504,1.18
QLD,163,Griffith,37364,CHANDLER-MATHER,Max,2,Y,N,GRN,Queensland Greens,28146,1641,105,1409,5470,36771,10.94
QLD,163,Griffith,37262,BUTLER,Terri,3,N,Y,ALP,Australian Labor Party,21961,1248,89,1341,6130,30769,-2.01
QLD,163,Griffith,35982,McMULLAN,Robert Gordon,4,N,N,UAPP,United Australia Party,1793,208,17,178,385,2581,0.98
QLD,163,Griffith,37465,ROBERTS,Olivia,5,N,N,LNP,Liberal National Party of Queensland,22888,1192,73,1448,7084,32685,-10.23
QLD,163,Griffith,999,Informal,Informal,999,N,N,,Informal,1518,156,2,92,401,2169,-0.26
QLD,164,Groom,37777,OTTO,Ryan,1,N,N,CYA,Australian Federation Party,1213,62,7,54,203,1539,1.6
QLD,164,Groom,38219,ABRAHAM,Grant,2,N,N,ON,Pauline Hanson's One Nation,6961,268,29,263,1660,9181,-3.53
QLD,164,Groom,37367,BERRY,Mickey,3,N,N,GRN,Queensland Greens,4353,217,25,206,815,5616,-2.11
QLD,164,Groom,35984,BANNISTER,Melissa,4,N,N,UAPP,United Australia Party,3938,150,9,145,680,4922,1.17
QLD,164,Groom,37615,SMOLENSKI,Kirstie,5,N,N,IND,Independent,5407,106,15,103,1227,6858,7.14
QLD,164,Groom,36178,HOLT,Suzie,6,N,N,IND,Independent,6390,116,11,111,1304,7932,8.26
QLD,164,Groom,37470,HAMILTON,Garth,7,Y,Y,LNP,Liberal National Party of Queensland,29328,680,50,795,11118,41971,-9.62
QLD,164,Groom,37236,ALLPASS,Gen,8,N,N,ALP,Australian Labor Party,13822,368,33,421,3341,17985,0.07
QLD,164,Groom,999,Informal,Informal,999,N,N,,Informal,3998,96,18,96,550,4758,1.52
QLD,165,Herbert,37167,McMAHON,Toni,1,N,N,IMO,Informed Medical Options Party,1348,66,8,63,173,1658,1.79
QLD,165,Herbert,37239,RING,John,2,N,N,ALP,Australian Labor Party,16343,388,62,627,2551,19971,-3.85
QLD,165,Herbert,37330,HUMPHREYS,Scott,3,N,N,GRN,Queensland Greens,6141,249,29,329,848,7596,0.91
QLD,165,Herbert,37720,BALLARD,Larna,4,N,N,GAP,The Great Australian Party,597,33,2,36,81,749,0.81
QLD,165,Herbert,37471,THOMPSON,Phillip,5,Y,Y,LNP,Liberal National Party of Queensland,34533,686,101,1206,6927,43453,9.9
QLD,165,Herbert,37411,EGAN,Angela,6,N,N,IND,Independent,2422,66,13,94,388,2983,3.23
QLD,165,Herbert,35955,CLARE,Steven,7,N,N,IND,Independent,780,20,2,29,111,942,1.02
QLD,165,Herbert,35990,DOWLING,Greg Ian,8,N,N,UAPP,United Australia Party,1948,80,9,105,241,2383,-3.12
QLD,165,Herbert,37295,HAWKS,Clynton,9,N,N,KAP,Katter's Australian Party (KAP),5127,176,19,196,954,6472,-2.8
QLD,165,Herbert,37218,MCCORMACK,Toni,10,N,N,AJP,Animal Justice Party,1036,42,3,50,228,1359,-0.25
QLD,165,Herbert,38221,PEPE,Diane,11,N,N,ON,Pauline Hanson's One Nation,3640,193,17,240,784,4874,-5.82
QLD,165,Herbert,999,Informal,Informal,999,N,N,,Informal,4883,201,16,154,404,5658,-0.13
QLD,166,Hinkler,37476,PITT,Keith,1,Y,Y,LNP,Liberal National Party of Queensland,33253,540,19,1415,7493,42720,-3.9
QLD,166,Hinkler,35986,NASH,Kristie,2,N,N,UAPP,United Australia Party,6365,170,4,216,662,7417,2.93
QLD,166,Hinkler,38223,MENHENNETT,Zak,3,N,N,ON,Pauline Hanson's One Nation,7111,245,7,338,1136,8837,-6.09
QLD,166,Hinkler,37242,SCANES,Jason,4,N,N,ALP,Australian Labor Party,19291,376,13,670,3284,23634,0.38
QLD,166,Hinkler,37335,McLEAN,Andrew,5,N,N,GRN,Queensland Greens,4361,203,6,252,740,5562,1.76
QLD,166,Hinkler,36247,DEMPSEY,Jack,6,N,N,IND,Independent,10827,261,16,387,1745,13236,13.05
QLD,166,Hinkler,999,Informal,Informal,999,N,N,,Informal,2939,72,2,84,334,3431,-4.55
QLD,167,Kennedy,37304,KATTER,Bob,1,Y,Y,KAP,Katter's Australian Party (KAP),32971,1138,134,1277,3516,39036,0.74
QLD,167,Kennedy,37474,MACDONALD,Bryce,2,N,N,LNP,Liberal National Party of Queensland,21718,624,40,1015,2990,26387,0.71
QLD,167,Kennedy,36118,SACKLEY,Jen,3,N,N,IND,Independent,2465,94,15,133,274,2981,3.18
QLD,167,Kennedy,37339,COX,Jennifer,4,N,N,GRN,Queensland Greens,4896,288,22,289,518,6013,1.25
QLD,167,Kennedy,37249,BRANDON,Jason,5,N,N,ALP,Australian Labor Party,12763,460,41,541,1228,15033,-0.92
QLD,167,Kennedy,35991,CAMPION,Peter,6,N,N,UAPP,United Australia Party,3427,202,18,193,314,4154,-2.22
QLD,167,Kennedy,999,Informal,Informal,999,N,N,,Informal,2822,82,23,76,168,3171,-0.88
QLD,168,Leichhardt,36042,O'SHANE,Pat,1,N,N,SAL,Socialist Alliance,3261,80,17,107,264,3729,4.07
QLD,168,Leichhardt,37158,MOGOROVICH,Silvia,2,N,N,IMO,Informed Medical Options Party,1403,45,7,74,112,1641,1.79
QLD,168,Leichhardt,37480,ENTSCH,Warren,3,Y,Y,LNP,Liberal National Party of Queensland,26883,568,68,1321,4812,33652,-0.89
QLD,168,Leichhardt,37310,JENSEN,Rod,4,N,N,KAP,Katter's Australian Party (KAP),4200,186,20,230,530,5166,-2.52
QLD,168,Leichhardt,37424,CROPP,Adam,5,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",718,30,2,46,134,930,1.01
QLD,168,Leichhardt,37221,BAYLY,Susanne,6,N,N,AJP,Animal Justice Party,952,46,6,60,189,1253,1.37
QLD,168,Leichhardt,37342,MUSUMECI,Phillip,7,N,N,GRN,Queensland Greens,7256,271,29,526,1061,9143,-0.43
QLD,168,Leichhardt,35993,HANNAGAN,Daniel Lucas,8,N,N,UAPP,United Australia Party,3024,102,10,163,294,3593,-0.05
QLD,168,Leichhardt,38224,COURT,Geena,9,N,N,ON,Pauline Hanson's One Nation,5589,163,18,310,742,6822,1.39
QLD,168,Leichhardt,37832,ROE,Paul,10,N,N,CYA,Australian Federation Party,367,23,2,26,48,466,0.51
QLD,168,Leichhardt,37251,FAITH,Elida,11,N,N,ALP,Australian Labor Party,20948,418,100,922,2924,25312,-1.19
QLD,168,Leichhardt,999,Informal,Informal,999,N,N,,Informal,5981,156,30,190,358,6715,0.4
QLD,169,Lilley,35998,HOOGLAND,Gerardine Louise,1,N,N,UAPP,United Australia Party,2431,230,46,178,435,3320,1.1
QLD,169,Lilley,37344,STEVENS,Melissa,2,N,N,GRN,Queensland Greens,12454,1007,154,656,2645,16916,3.08
QLD,169,Lilley,37488,LOBO,Vivian,3,N,N,LNP,Liberal National Party of Queensland,20967,878,171,858,6656,29530,-10.95
QLD,169,Lilley,37161,McGRATH,Stephen,4,N,N,IMO,Informed Medical Options Party,985,79,14,55,245,1378,1.39
QLD,169,Lilley,37305,FRESHWATER,Daniel,5,N,N,LDP,Liberal Democrats,1579,125,19,125,564,2412,2.44
QLD,169,Lilley,37254,WELLS,Anika,6,Y,Y,ALP,Australian Labor Party,30325,1275,273,1156,8395,41424,6.2
QLD,169,Lilley,38227,WILDE,Michelle,7,N,N,ON,Pauline Hanson's One Nation,2814,214,38,222,739,4027,-1.28
QLD,169,Lilley,999,Informal,Informal,999,N,N,,Informal,2087,130,30,82,421,2750,-0.78
QLD,302,Longman,37257,FANNING,Rebecca,1,N,N,ALP,Australian Labor Party,25671,715,77,1234,6339,34036,-2.6
QLD,302,Longman,35999,SUTHERLAND,Stefanie Alexis,2,N,N,UAPP,United Australia Party,4673,202,14,260,800,5949,2.15
QLD,302,Longman,37656,QUINLAN,Nigel David,3,N,N,HMP,Legalise Cannabis Australia,4464,297,32,304,928,6025,5.58
QLD,302,Longman,37347,SNIJDERS,Earl,4,N,N,GRN,Queensland Greens,5817,335,25,413,1224,7814,0.52
QLD,302,Longman,38225,TAYLOR,Ross,5,N,N,ON,Pauline Hanson's One Nation,6709,280,20,414,1494,8917,-4.97
QLD,302,Longman,37313,LIPPONER,Jens,6,N,N,LDP,Liberal Democrats,1477,83,8,126,317,2011,1.86
QLD,302,Longman,37209,GILBARD,Paula,7,N,N,AJP,Animal Justice Party,1418,78,11,91,462,2060,1.91
QLD,302,Longman,37492,YOUNG,Terry,8,Y,Y,LNP,Liberal National Party of Queensland,30227,665,39,1345,8977,41253,-0.42
QLD,302,Longman,999,Informal,Informal,999,N,N,,Informal,4586,180,15,218,678,5677,-0.85
QLD,170,Maranoa,37498,LITTLEPROUD,David,1,Y,Y,LNP,Liberal National Party of Queensland,36640,1154,88,1545,12955,52382,0.26
QLD,170,Maranoa,37785,RICHARDSON,Malcolm J,2,N,N,ASP,"Shooters, Fishers and Farmers Party",2641,188,21,150,695,3695,3.97
QLD,170,Maranoa,37246,KERRIGAN,Dave,3,N,N,ALP,Australian Labor Party,10867,380,29,541,2419,14236,-0.26
QLD,170,Maranoa,36002,McDONALD,Nathan John,4,N,N,UAPP,United Australia Party,5051,172,22,194,763,6202,3.03
QLD,170,Maranoa,37351,PARKER,Ellisa,5,N,N,GRN,Queensland Greens,3400,189,18,233,693,4533,1.45
QLD,170,Maranoa,38231,KELLY,Mike,6,N,N,ON,Pauline Hanson's One Nation,8208,390,36,352,2084,11070,-2.73
QLD,170,Maranoa,37673,TUNBRIDGE,Brett James,7,N,N,CYA,Australian Federation Party,773,22,5,38,159,997,1.07
QLD,170,Maranoa,999,Informal,Informal,999,N,N,,Informal,2721,74,9,68,362,3234,-0.59
QLD,171,McPherson,37494,ANDREWS,Karen,1,Y,Y,LNP,Liberal National Party of Queensland,31010,843,90,2140,8205,42288,-4.68
QLD,171,McPherson,38229,HARGRAVES,Kevin,2,N,N,ON,Pauline Hanson's One Nation,5280,298,44,458,933,7013,1.36
QLD,171,McPherson,37763,PEAD,Gary,3,N,N,CYA,Australian Federation Party,414,32,2,57,89,594,0.61
QLD,171,McPherson,37355,TURNER,Scott,4,N,N,GRN,Queensland Greens,11510,580,72,948,1861,14971,4.43
QLD,171,McPherson,37381,CULLEN,Andy,5,N,N,AUVA,Australian Values Party,1858,52,9,106,285,2310,2.38
QLD,171,McPherson,36000,BERRIGAN,Joshua Lawrence,6,N,N,UAPP,United Australia Party,5212,242,30,337,669,6490,3.36
QLD,171,McPherson,37303,PYNE,Glenn,7,N,N,LDP,Liberal Democrats,1513,101,8,167,274,2063,-1.36
QLD,171,McPherson,37260,UNGERER,Carl,8,N,N,ALP,Australian Labor Party,16295,566,60,1167,3266,21354,-0.85
QLD,171,McPherson,999,Informal,Informal,999,N,N,,Informal,4454,210,18,347,536,5565,-0.91
QLD,172,Moncrieff,37501,BELL,Angie,1,Y,Y,LNP,Liberal National Party of Queensland,33536,963,102,1336,9167,45104,-5.58
QLD,172,Moncrieff,38233,SCHULTZ,Leeanne,2,N,N,ON,Pauline Hanson's One Nation,5315,334,28,353,951,6981,0.67
QLD,172,Moncrieff,37609,TAYLER,James,3,N,N,CYA,Australian Federation Party,469,45,6,33,92,645,0.66
QLD,172,Moncrieff,37197,BERRY-LAW,Sonia Michelle,4,N,N,AJP,Animal Justice Party,1761,128,14,105,376,2384,-1.43
QLD,172,Moncrieff,37359,BROADBENT,April,5,N,N,GRN,Queensland Greens,8905,696,66,621,1562,11850,2.39
QLD,172,Moncrieff,37250,PALMER,Glen,6,N,N,ALP,Australian Labor Party,15501,678,83,747,3421,20430,-0.75
QLD,172,Moncrieff,37297,DEMETRE,Diane,7,N,N,LDP,Liberal Democrats,3538,108,20,146,493,4305,2.42
QLD,172,Moncrieff,37162,CUDMORE,Timothy,8,N,N,IMO,Informed Medical Options Party,751,58,8,44,136,997,1.02
QLD,172,Moncrieff,36010,HAPP,Diane Olga,9,N,N,UAPP,United Australia Party,4271,278,28,241,664,5482,1.86
QLD,172,Moncrieff,999,Informal,Informal,999,N,N,,Informal,4895,290,39,189,607,6020,-0.66
QLD,173,Moreton,37834,POWER,Peter,1,N,N,CYA,Australian Federation Party,999,86,12,86,285,1468,1.59
QLD,173,Moreton,38235,SWANN,Neil,2,N,N,ON,Pauline Hanson's One Nation,2225,213,13,202,711,3364,0.32
QLD,173,Moreton,37253,PERRETT,Graham,3,Y,Y,ALP,Australian Labor Party,23645,1069,159,1626,8134,34633,2.27
QLD,173,Moreton,37363,GARTON,Claire,4,N,N,GRN,Queensland Greens,13513,1074,81,1156,3426,19250,4.04
QLD,173,Moreton,37468,HUANG,Steven,5,N,N,LNP,Liberal National Party of Queensland,20286,795,122,1361,8213,30777,-7.58
QLD,173,Moreton,36006,FOLLETT,Chelsea,6,N,N,UAPP,United Australia Party,2168,190,14,187,505,3064,1.09
QLD,173,Moreton,999,Informal,Informal,999,N,N,,Informal,1857,150,21,94,503,2625,-0.24
QLD,174,Oxley,36011,COOMBES,Timothy,1,N,N,UAPP,United Australia Party,3791,274,40,218,756,5079,2.7
QLD,174,Oxley,37366,WORSTELING,Asha,2,N,N,GRN,Queensland Greens,10034,719,50,537,2255,13595,2.61
QLD,174,Oxley,37693,MCMILLEN,Kyle,3,N,N,LNP,Liberal National Party of Queensland,20139,729,76,847,5594,27385,-5.87
QLD,174,Oxley,38237,KOZLOWSKI,Dylan,4,N,N,ON,Pauline Hanson's One Nation,3924,265,12,235,1132,5568,-0.46
QLD,174,Oxley,37259,DICK,Milton,5,Y,Y,ALP,Australian Labor Party,32677,1235,223,1196,8454,43785,3.36
QLD,174,Oxley,999,Informal,Informal,999,N,N,,Informal,2784,156,28,99,515,3582,-1.13
QLD,175,Petrie,36008,GUENOUN,Kelly Anne,1,N,N,UAPP,United Australia Party,4504,260,21,337,792,5914,2.24
QLD,175,Petrie,37328,SIMON,Will,2,N,N,GRN,Queensland Greens,8966,635,35,672,1861,12169,2.68
QLD,175,Petrie,37308,WILSON,Anneke,3,N,N,LDP,Liberal Democrats,1486,139,7,183,374,2189,2.06
QLD,175,Petrie,38239,MITCHELL,Marcus,4,N,N,ON,Pauline Hanson's One Nation,4012,281,11,372,937,5613,-2.25
QLD,175,Petrie,37268,DENTON,Mick,5,N,N,ALP,Australian Labor Party,23360,988,96,1604,5924,31972,-0.84
QLD,175,Petrie,37486,HOWARTH,Luke,6,Y,Y,LNP,Liberal National Party of Queensland,32800,950,97,2093,10385,46325,-4.62
QLD,175,Petrie,37206,CICCHITTI,Chris,7,N,N,AJP,Animal Justice Party,1538,139,7,136,511,2331,2.19
QLD,175,Petrie,999,Informal,Informal,999,N,N,,Informal,2976,188,9,204,536,3913,-0.08
QLD,176,Rankin,37491,DARWEN,Paul,1,N,N,LNP,Liberal National Party of Queensland,18151,616,66,720,5925,25478,-2.34
QLD,176,Rankin,37369,COTTER,Neil,2,N,N,GRN,Queensland Greens,6888,501,46,331,1628,9394,1.62
QLD,176,Rankin,36013,CRANK,Jeff,3,N,N,UAPP,United Australia Party,3886,234,24,142,778,5064,2.08
QLD,176,Rankin,38234,COOKSON,Glen,4,N,N,ON,Pauline Hanson's One Nation,5245,285,29,208,1239,7006,-0.58
QLD,176,Rankin,37201,CLARKE,Suzanne,5,N,N,AJP,Animal Justice Party,1519,114,10,94,547,2284,2.6
QLD,176,Rankin,37263,CHALMERS,Jim,6,Y,Y,ALP,Australian Labor Party,28385,1016,161,830,8204,38596,2.52
QLD,176,Rankin,999,Informal,Informal,999,N,N,,Informal,2851,132,23,53,494,3553,-3.84
QLD,177,Ryan,36016,POLLARD,Kathryn,1,N,N,UAPP,United Australia Party,1451,137,13,119,342,2062,0.55
QLD,177,Ryan,37291,COORY,Damian,2,N,N,LDP,Liberal Democrats,1799,156,16,149,462,2582,2.6
QLD,177,Ryan,37580,REES,Janine,3,N,N,AUP,Australian Progressives,403,22,3,27,151,606,0.61
QLD,177,Ryan,38236,LOVE,Joel,4,N,N,ON,Pauline Hanson's One Nation,1520,145,6,153,413,2237,0.09
QLD,177,Ryan,37202,LIPMAN,Jina,5,N,N,AJP,Animal Justice Party,687,73,5,51,272,1088,-0.82
